56307	2452284.678997	2452284.678820	2284.678997	15.30	3.37
56308	2452284.741363	2452284.741183	2284.741363	15.57	3.53
98482	2454914.832280	2454914.832292	4914.832280	-1.04	0.87
98483	2454914.894663	2454914.894655	4914.894663	0.71	1.04
98514	2454916.827926	2454916.827903	4916.827926	1.95	1.30
98560	2454919.696603	2454919.696595	4919.696603	0.71	1.30
98577	2454920.756784	2454920.756763	4920.756784	1.78	1.21
98607	2454922.627668	2454922.627649	4922.627668	1.64	1.21
98608	2454922.690017	2454922.690012	4922.690017	0.44	0.69
98609	2454922.752365	2454922.752375	4922.752365	-0.84	0.69
98610	2454922.814727	2454922.814738	4922.814727	-0.92	0.78
98850	2454937.781831	2454937.781823	4937.781831	0.68	1.21
98851	2454937.844195	2454937.844186	4937.844195	0.78	0.87
98865	2454938.717285	2454938.717266	4938.717285	1.64	1.13
98866	2454938.779611	2454938.779629	4938.779611	-1.54	0.69
98896	2454940.650507	2454940.650515	4940.650507	-0.65	2.16
98897	2454940.712869	2454940.712877	4940.712869	-0.73	0.78
98898	2454940.775243	2454940.775240	4940.775243	0.24	2.25
98899	2454940.837637	2454940.837603	4940.837637	2.93	1.90
98914	2454941.773045	2454941.773046	4941.773045	-0.08	1.04
98915	2454941.835408	2454941.835409	4941.835408	-0.07	1.99
98928	2454942.646122	2454942.646126	4942.646122	-0.34	0.78
98930	2454942.770852	2454942.770852	4942.770852	0.03	0.87
98931	2454942.833221	2454942.833215	4942.833221	0.56	0.87
98932	2454942.895591	2454942.895577	4942.895591	1.18	2.59
98945	2454943.706304	2454943.706295	4943.706304	0.82	0.69
98946	2454943.768653	2454943.768657	4943.768653	-0.38	0.87
98947	2454943.831008	2454943.831020	4943.831008	-1.06	1.30
99377	2454970.647033	2454970.647049	4970.647033	-1.34	3.37
99378	2454970.709414	2454970.709411	4970.709414	0.23	3.46
99746	2454993.658926	2454993.658943	4993.658926	-1.43	1.13
99826	2454998.647982	2454998.647971	4998.647982	0.94	1.82
99938	2455005.632601	2455005.632611	5005.632601	-0.87	2.08
102028	2455135.970976	2455135.970981	5135.970976	-0.44	1.84
102364	2455156.924900	2455156.924901	5156.924900	-0.07	1.84
102365	2455156.987244	2455156.987264	5156.987244	-1.70	1.59
102380	2455157.922708	2455157.922707	5157.922708	0.13	2.27
102397	2455158.982865	2455158.982875	5158.982865	-0.87	1.93
102428	2455160.916107	2455160.916124	5160.916107	-1.44	1.42
102429	2455160.978466	2455160.978487	5160.978466	-1.77	1.25
102444	2455161.913906	2455161.913929	5161.913906	-2.02	1.76
102445	2455161.976285	2455161.976292	5161.976285	-0.62	2.18
102460	2455162.911738	2455162.911735	5162.911738	0.25	2.70
103150	2455205.942102	2455205.942106	5205.942102	-0.35	1.10
103151	2455206.004463	2455206.004469	5206.004463	-0.51	1.10
103166	2455206.939920	2455206.939912	5206.939920	0.71	0.94
103167	2455207.002308	2455207.002275	5207.002308	2.89	1.18
103197	2455208.873171	2455208.873160	5208.873171	0.93	1.27
103213	2455209.870977	2455209.870966	5209.870977	0.95	0.71
103214	2455209.933305	2455209.933329	5209.933305	-2.06	1.43
103215	2455209.995687	2455209.995692	5209.995687	-0.41	1.10
103263	2455212.989111	2455212.989109	5212.989111	0.19	1.52
103775	2455244.918892	2455244.918891	5244.918892	0.06	0.81
103776	2455244.981257	2455244.981254	5244.981257	0.24	1.44
103808	2455246.976864	2455246.976866	5246.976864	-0.14	1.20
106096	2455389.663079	2455389.663081	5389.663079	-0.19	1.83
